dep_id,application_id,application_name,library,version,license,dependency_type,last_updated,transitive_deps
DEP-0239,APP-005,AnalyticsDashboard,protobuf-java,2.4.0,Unlicense,transitive,2025-09-29,
DEP-0240,APP-005,AnalyticsDashboard,prettier,4.2.2,Unlicense,transitive,2025-01-01,
DEP-0241,APP-005,AnalyticsDashboard,axios,4.0.1,Apache-2.0,transitive,2020-02-29,
DEP-0242,APP-005,AnalyticsDashboard,graphql,1.3.7,Apache-2.0,transitive,2025-04-30,
DEP-0243,APP-005,AnalyticsDashboard,bull,3.3.1,Apache-2.0,transitive,2025-01-12,
DEP-0244,APP-005,AnalyticsDashboard,sharp,1.6.2,Apache-2.0,transitive,2024-10-18,
DEP-0245,APP-005,AnalyticsDashboard,express,3.4.3,ISC,transitive,2020-10-06,
DEP-0246,APP-005,AnalyticsDashboard,echo,4.6.2,BSD-2-Clause,transitive,2026-03-16,
DEP-0247,APP-005,AnalyticsDashboard,testify,2.9.8,Dual-MIT/Commercial,transitive,2025-01-08,
DEP-0248,APP-005,AnalyticsDashboard,webpack,4.4.0,Apache-2.0,transitive,2025-08-19,
DEP-0249,APP-005,AnalyticsDashboard,dayjs,2.9.0,BSD-3-Clause,transitive,2025-10-30,
DEP-0250,APP-005,AnalyticsDashboard,mysql-connector-java,1.6.8,Unlicense,transitive,2025-09-07,
DEP-0251,APP-006,MobileBackend,zap,4.6.3,BSD-3-Clause,direct,2024-08-04,inquirer:4.8.4
DEP-0252,APP-006,MobileBackend,protobuf-go,4.9.7,Dual-MIT/Commercial,direct,2024-08-07,
DEP-0253,APP-006,MobileBackend,sarama,4.2.1,MIT,direct,2021-07-19,
DEP-0254,APP-006,MobileBackend,pyjwt,2.0.4,BSD-3-Clause,direct,2025-08-29,react-dom:2.1.0;commons-lang3:2.8.5
DEP-0255,APP-006,MobileBackend,moment,3.15.9,BSD-3-Clause,direct,2024-10-14,commons-lang3:3.3.3;cors:3.4.0
DEP-0256,APP-006,MobileBackend,testify,2.11.4,Unlicense,direct,2024-12-04,uuid:2.2.1;coverage:1.0.2;mapstruct:2.7.2
DEP-0257,APP-006,MobileBackend,crypto-go,5.1.10,ISC,direct,2025-11-29,mapstruct:1.6.3
DEP-0258,APP-006,MobileBackend,python-dateutil,2.14.5,ISC,direct,2025-03-30,commons-lang3:2.9.5
DEP-0259,APP-006,MobileBackend,mux,4.10.1,ISC,direct,2020-02-20,uuid:2.7.2
DEP-0260,APP-006,MobileBackend,logrus,5.6.9,Apache-2.0,direct,2023-01-07,bouncycastle-bcprov:1.8.3;mapstruct:2.7.2
DEP-0261,APP-006,MobileBackend,gorm,5.1.10,BSD-2-Clause,direct,2024-06-13,
DEP-0262,APP-006,MobileBackend,go-jwt,5.2.3,Dual-MIT/Commercial,direct,2024-11-15,mapstruct:4.2.4;go-jwt:1.2.1
DEP-0263,APP-006,MobileBackend,aws-sdk-go,1.12.1,AGPL-3.0,direct,2025-07-30,
DEP-0264,APP-006,MobileBackend,viper,2.6.2,Dual-MIT/Commercial,direct,2026-01-21,logback-classic:4.3.0
DEP-0265,APP-006,MobileBackend,resty,1.4.4,MIT,direct,2025-03-22,inquirer:2.0.0
DEP-0266,APP-006,MobileBackend,gson,4.2.9,Dual-MIT/Commercial,direct,2025-10-01,uuid:1.4.1;paramiko:1.2.2;jedis:4.2.2
DEP-0267,APP-006,MobileBackend,spring-core,2.1.4,MIT,direct,2025-11-25,paramiko:2.10.1
DEP-0268,APP-006,MobileBackend,yaml-go,1.5.8,Dual-MIT/Commercial,direct,2025-06-07,
DEP-0269,APP-006,MobileBackend,fiber,1.4.8,Apache-2.0,direct,2020-11-12,uuid:2.8.4
DEP-0270,APP-006,MobileBackend,gin,5.3.6,MIT,direct,2025-04-16,cors:4.9.4
DEP-0271,APP-006,MobileBackend,json-iterator,3.5.4,GPL-2.0,direct,2024-10-24,commons-lang3:2.3.1
DEP-0272,APP-006,MobileBackend,numpy,4.3.1,GPL-3.0,direct,2024-07-14,
DEP-0273,APP-006,MobileBackend,golangci-lint,5.1.7,LGPL-3.0,direct,2020-07-16,mapstruct:2.9.1;uvicorn:2.10.2
DEP-0274,APP-006,MobileBackend,pgx,1.2.2,BSD-2-Clause,direct,2025-10-26,uvicorn:1.1.4;nats:1.8.1
DEP-0275,APP-006,MobileBackend,aiohttp,2.9.2,MIT,direct,2025-10-30,inquirer:2.7.5;jedis:1.2.2
DEP-0276,APP-006,MobileBackend,go-redis,4.6.8,MIT,direct,2025-11-15,
DEP-0277,APP-006,MobileBackend,bcrypt-go,3.1.1,ISC,direct,2025-08-29,
DEP-0278,APP-006,MobileBackend,fasthttp,2.2.7,LGPL-3.0,direct,2024-09-16,logback-classic:1.1.1
DEP-0279,APP-006,MobileBackend,chi,2.2.5,BSD-3-Clause,direct,2022-05-19,commons-lang3:3.10.3;pyjwt:3.7.5
DEP-0280,APP-006,MobileBackend,uuid-go,5.12.7,MIT,direct,2025-10-23,
DEP-0281,APP-006,MobileBackend,nats,1.3.0,MPL-2.0,direct,2025-05-01,
DEP-0282,APP-006,MobileBackend,yargs,1.2.10,Apache-2.0,direct,2025-10-23,commons-lang3:3.8.4
DEP-0283,APP-006,MobileBackend,tomcat-embed-core,1.1.6,Dual-MIT/Commercial,direct,2025-09-14,
DEP-0284,APP-006,MobileBackend,colly,2.9.2,BSD-3-Clause,direct,2026-01-04,bouncycastle-bcprov:4.7.4
DEP-0285,APP-006,MobileBackend,sqlx,2.1.6,Unlicense,direct,2025-03-19,react-dom:1.2.2
DEP-0286,APP-006,MobileBackend,react-dom,3.6.1,BSD-3-Clause,transitive,2026-04-09,
DEP-0287,APP-006,MobileBackend,paramiko,3.9.1,BSD-2-Clause,transitive,2020-12-13,
DEP-0288,APP-006,MobileBackend,cors,1.7.6,BSD-2-Clause,transitive,2022-08-19,
DEP-0289,APP-006,MobileBackend,nats,1.5.6,MIT,transitive,2024-09-11,
DEP-0290,APP-006,MobileBackend,commons-lang3,2.5.7,BSD-2-Clause,transitive,2021-09-05,
DEP-0291,APP-006,MobileBackend,jedis,2.7.1,BSD-2-Clause,transitive,2025-04-01,
DEP-0292,APP-006,MobileBackend,go-jwt,4.12.3,Unlicense,transitive,2024-09-06,
DEP-0293,APP-006,MobileBackend,inquirer,3.1.8,Dual-MIT/Commercial,transitive,2021-09-10,
DEP-0294,APP-006,MobileBackend,logback-classic,4.10.8,BSD-2-Clause,transitive,2025-09-08,
DEP-0295,APP-006,MobileBackend,uvicorn,2.0.8,Apache-2.0,transitive,2025-09-22,
DEP-0296,APP-006,MobileBackend,bouncycastle-bcprov,3.10.8,BSD-3-Clause,transitive,2026-03-04,
DEP-0297,APP-006,MobileBackend,coverage,3.7.2,Dual-MIT/Commercial,transitive,2025-08-20,
DEP-0298,APP-006,MobileBackend,pyjwt,4.5.1,BSD-2-Clause,transitive,2026-03-24,
DEP-0299,APP-006,MobileBackend,uuid,4.3.1,UNKNOWN,transitive,2025-04-14,
DEP-0300,APP-006,MobileBackend,mapstruct,4.7.8,MIT,transitive,2025-03-07,
DEP-0301,APP-007,DevToolkit,pillow,4.7.4,Unlicense,direct,2025-04-12,
DEP-0302,APP-007,DevToolkit,viper,5.1.10,Unlicense,direct,2025-12-18,pydantic:3.10.0
DEP-0303,APP-007,DevToolkit,boto3,5.7.7,BSD-2-Clause,direct,2025-01-28,
DEP-0304,APP-007,DevToolkit,logback-classic,2.14.10,Dual-MIT/Commercial,direct,2020-06-13,aiohttp:4.5.5;jinja2:4.1.1
DEP-0305,APP-007,DevToolkit,mypy,3.2.5,BSD-2-Clause,direct,2024-06-29,pydantic:2.10.3;jinja2:2.0.3
DEP-0306,APP-007,DevToolkit,certifi,3.2.1,Dual-MIT/Commercial,direct,2024-10-12,pydantic:3.7.3;bouncycastle-bcprov:2.4.1
DEP-0307,APP-007,DevToolkit,twisted,3.9.3,BSD-3-Clause,direct,2026-01-06,
DEP-0308,APP-007,DevToolkit,markupsafe,1.7.1,Apache-2.0,direct,2023-06-19,scipy:2.1.2
DEP-0309,APP-007,DevToolkit,requests,1.13.7,Apache-2.0,direct,2025-02-28,
DEP-0310,APP-007,DevToolkit,scikit-learn,4.6.9,Apache-2.0,direct,2025-07-24,charset-normalizer:3.3.4;scipy:4.3.2
DEP-0311,APP-007,DevToolkit,python-dateutil,4.2.0,BSD-3-Clause,direct,2025-06-28,uvicorn:3.1.0;click:1.0.2
DEP-0312,APP-007,DevToolkit,werkzeug,2.15.5,ISC,direct,2024-07-17,
DEP-0313,APP-007,DevToolkit,spring-core,3.12.10,ISC,direct,2024-11-21,jinja2:3.7.1
DEP-0314,APP-007,DevToolkit,redis-py,1.10.8,Apache-2.0,direct,2025-03-15,jinja2:3.4.4;bouncycastle-bcprov:3.8.2
DEP-0315,APP-007,DevToolkit,wheel,4.5.5,ISC,direct,2026-04-05,aiohttp:1.3.1
DEP-0316,APP-007,DevToolkit,safety,1.7.2,BSD-3-Clause,direct,2022-10-10,
DEP-0317,APP-007,DevToolkit,paramiko,3.15.7,MIT,direct,2024-12-26,numpy:2.8.2;black:2.9.0
DEP-0318,APP-007,DevToolkit,helmet,4.2.3,MIT,direct,2024-10-03,click:1.5.1
DEP-0319,APP-007,DevToolkit,pandas,1.2.7,BSD-2-Clause,direct,2024-06-06,charset-normalizer:4.5.5
DEP-0320,APP-007,DevToolkit,pyjwt,5.4.3,Dual-MIT/Commercial,direct,2020-05-24,click:4.1.3
DEP-0321,APP-007,DevToolkit,urllib3,4.2.0,BSD-2-Clause,direct,2026-04-01,
DEP-0322,APP-007,DevToolkit,cryptography,3.4.5,BSD-3-Clause,direct,2025-07-03,click:4.1.3
DEP-0323,APP-007,DevToolkit,psycopg2,3.5.6,BSD-3-Clause,direct,2026-03-26,numpy:4.8.5
DEP-0324,APP-007,DevToolkit,bandit,5.2.4,BSD-2-Clause,direct,2020-09-18,scipy:2.8.3
DEP-0325,APP-007,DevToolkit,matplotlib,5.2.0,BSD-3-Clause,direct,2026-01-04,httpx:1.8.0;scipy:1.10.3
DEP-0326,APP-007,DevToolkit,rich,2.5.6,BSD-2-Clause,direct,2025-09-09,aiohttp:3.5.1;click:2.2.0
DEP-0327,APP-007,DevToolkit,cobra,5.8.10,MPL-2.0,direct,2023-09-05,uvicorn:4.10.5
DEP-0328,APP-007,DevToolkit,ansible-core,4.9.9,Unlicense,direct,2025-04-06,
DEP-0329,APP-007,DevToolkit,pip,1.0.3,Unlicense,direct,2026-03-04,gunicorn:1.4.3;botocore:2.7.3
DEP-0330,APP-007,DevToolkit,snakeyaml,2.14.7,Apache-2.0,direct,2025-07-07,
DEP-0331,APP-007,DevToolkit,six,4.15.9,BSD-3-Clause,direct,2025-11-08,click:4.3.5
DEP-0332,APP-007,DevToolkit,redis,4.10.8,BSD-3-Clause,direct,2023-06-29,httpx:4.0.1;aiohttp:3.3.3;uvicorn:3.7.1
DEP-0333,APP-007,DevToolkit,celery,5.7.9,Dual-MIT/Commercial,direct,2025-09-23,
DEP-0334,APP-007,DevToolkit,setuptools,4.11.7,BSD-2-Clause,direct,2024-08-28,numpy:2.3.1
DEP-0335,APP-007,DevToolkit,coverage,1.13.7,MPL-2.0,direct,2025-02-23,numpy:2.8.0
DEP-0336,APP-007,DevToolkit,charset-normalizer,1.5.6,ISC,transitive,2025-02-20,
DEP-0337,APP-007,DevToolkit,pytest,3.12.0,Apache-2.0,transitive,2025-11-10,
DEP-0338,APP-007,DevToolkit,numpy,1.11.0,BSD-3-Clause,transitive,2024-09-22,
DEP-0339,APP-007,DevToolkit,botocore,1.8.0,MIT,transitive,2025-06-06,
DEP-0340,APP-007,DevToolkit,scipy,2.11.4,BSD-3-Clause,transitive,2024-09-10,
DEP-0341,APP-007,DevToolkit,httpx,3.2.1,BSD-3-Clause,transitive,2024-06-07,
DEP-0342,APP-007,DevToolkit,bouncycastle-bcprov,3.4.8,Unlicense,transitive,2025-06-05,
DEP-0343,APP-007,DevToolkit,aiohttp,2.2.8,Dual-MIT/Commercial,transitive,2025-07-25,
DEP-0344,APP-007,DevToolkit,gunicorn,3.0.7,UNKNOWN,transitive,2024-08-11,
DEP-0345,APP-007,DevToolkit,click,4.12.2,MIT,transitive,2026-03-19,
DEP-0346,APP-007,DevToolkit,pydantic,3.6.6,Dual-MIT/Commercial,transitive,2025-04-18,
DEP-0347,APP-007,DevToolkit,uvicorn,1.4.8,BSD-3-Clause,transitive,2024-12-28,
DEP-0348,APP-007,DevToolkit,pyyaml,4.11.5,BSD-3-Clause,transitive,2025-04-05,
DEP-0349,APP-007,DevToolkit,black,3.6.2,Apache-2.0,transitive,2023-02-04,
DEP-0350,APP-007,DevToolkit,jinja2,2.0.0,BSD-2-Clause,transitive,2025-04-08,
DEP-0351,APP-008,ComplianceEngine,aws-sdk-s3,4.14.7,ISC,direct,2023-12-27,log4j-core:1.3.3
DEP-0352,APP-008,ComplianceEngine,mockito-core,5.11.1,ISC,direct,2025-11-18,
DEP-0353,APP-008,ComplianceEngine,guava,3.9.7,GPL-2.0,direct,2023-04-22,netty-all:3.4.1
DEP-0354,APP-008,ComplianceEngine,mysql-connector-java,2.15.0,BSD-3-Clause,direct,2025-04-14,netty-all:3.6.3
DEP-0355,APP-008,ComplianceEngine,tomcat-embed-core,5.4.2,BSD-3-Clause,direct,2024-01-30,aws-sdk-sqs:4.6.1
DEP-0356,APP-008,ComplianceEngine,lettuce-core,4.10.8,BSD-2-Clause,direct,2024-11-17,gson:3.8.5;mapstruct:1.10.4
DEP-0357,APP-008,ComplianceEngine,jedis,1.6.9,ISC,direct,2025-10-01,axios:1.10.4
DEP-0358,APP-008,ComplianceEngine,postgresql-jdbc,3.6.3,MIT,direct,2026-02-12,gson:1.7.0
DEP-0359,APP-008,ComplianceEngine,spring-security-core,4.0.8,MIT,direct,2025-03-20,
DEP-0360,APP-008,ComplianceEngine,mocha,2.9.6,Apache-2.0,direct,2020-04-29,
DEP-0361,APP-008,ComplianceEngine,commons-collections4,1.10.2,Dual-MIT/Commercial,direct,2024-07-24,
DEP-0362,APP-008,ComplianceEngine,commander,5.7.7,BSD-2-Clause,direct,2022-08-09,setuptools:4.0.3
DEP-0363,APP-008,ComplianceEngine,boto3,1.8.8,ISC,direct,2024-10-07,numpy:4.1.5
DEP-0364,APP-008,ComplianceEngine,logback-classic,3.5.3,BSD-3-Clause,direct,2022-08-09,gson:2.0.0;jetty-server:4.4.4;mapstruct:3.10.3
DEP-0365,APP-008,ComplianceEngine,hibernate-core,3.6.9,ISC,direct,2025-04-04,
DEP-0366,APP-008,ComplianceEngine,bouncycastle-bcprov,2.8.6,Unlicense,direct,2026-03-13,
DEP-0367,APP-008,ComplianceEngine,log4j-api,4.8.3,ISC,direct,2024-10-15,axios:4.0.0
DEP-0368,APP-008,ComplianceEngine,h2-database,4.15.6,MIT,direct,2026-04-19,setuptools:3.6.4
DEP-0369,APP-008,ComplianceEngine,spring-boot-starter,3.12.2,MIT,direct,2024-12-15,resilience4j:1.4.5
DEP-0370,APP-008,ComplianceEngine,netty-handler,3.6.1,Apache-2.0,direct,2025-10-19,axios:2.0.1;jetty-server:4.1.2;caffeine:4.2.4
DEP-0371,APP-008,ComplianceEngine,commons-codec,1.4.1,ISC,direct,2025-03-08,
DEP-0372,APP-008,ComplianceEngine,spring-web,1.8.10,Unlicense,direct,2026-03-28,
DEP-0373,APP-008,ComplianceEngine,junit-jupiter,3.13.6,BSD-2-Clause,direct,2024-07-15,resilience4j:3.6.4;axios:4.5.0
DEP-0374,APP-008,ComplianceEngine,grpc-core,4.6.5,LGPL-3.0,direct,2025-08-08,netty-all:2.5.2;resilience4j:1.10.5;disruptor:1.0.3
DEP-0375,APP-008,ComplianceEngine,commons-io,4.0.9,Apache-2.0,direct,2021-05-03,disruptor:2.1.4;axios:4.1.5;opentelemetry-api:4.9.0
DEP-0376,APP-008,ComplianceEngine,graphql,1.12.5,MIT,direct,2025-08-27,
DEP-0377,APP-008,ComplianceEngine,jackson-databind,4.2.1,BSD-3-Clause,direct,2026-02-23,resilience4j:1.7.3;disruptor:4.6.4
DEP-0378,APP-008,ComplianceEngine,micrometer-core,3.0.7,MIT,direct,2024-08-09,disruptor:2.9.1
DEP-0379,APP-008,ComplianceEngine,slf4j-api,3.11.6,Apache-2.0,direct,2024-08-01,
DEP-0380,APP-008,ComplianceEngine,commons-lang3,5.13.8,ISC,direct,2024-10-29,gson:3.4.2
DEP-0381,APP-008,ComplianceEngine,pgx,5.4.0,MIT,direct,2024-12-18,mapstruct:1.5.1;resilience4j:4.7.4;aws-sdk-sqs:3.9.4
DEP-0382,APP-008,ComplianceEngine,kafka-clients,3.9.6,MIT,direct,2024-06-04,log4j-core:2.7.4
DEP-0383,APP-008,ComplianceEngine,hibernate-validator,2.7.7,Unlicense,direct,2025-07-15,
DEP-0384,APP-008,ComplianceEngine,jackson-annotations,3.0.1,BSD-3-Clause,direct,2026-01-21,opentelemetry-api:2.3.2;axios:2.3.2;disruptor:2.5.4
DEP-0385,APP-008,ComplianceEngine,logback-core,1.5.4,UNKNOWN,direct,2025-06-24,netty-all:1.5.1
DEP-0386,APP-008,ComplianceEngine,axios,3.12.5,Dual-MIT/Commercial,transitive,2025-08-19,
DEP-0387,APP-008,ComplianceEngine,setuptools,1.1.2,Apache-2.0,transitive,2022-02-13,
DEP-0388,APP-008,ComplianceEngine,httpclient,3.9.6,MIT,transitive,2026-01-23,
DEP-0389,APP-008,ComplianceEngine,resilience4j,2.8.4,MIT,transitive,2025-03-14,
DEP-0390,APP-008,ComplianceEngine,jetty-server,2.8.7,BSD-3-Clause,transitive,2026-02-20,
DEP-0391,APP-008,ComplianceEngine,opentelemetry-api,1.2.8,Dual-MIT/Commercial,transitive,2025-10-24,
DEP-0392,APP-008,ComplianceEngine,numpy,3.11.5,BSD-3-Clause,transitive,2026-01-17,
DEP-0393,APP-008,ComplianceEngine,caffeine,1.3.3,Apache-2.0,transitive,2025-04-10,
DEP-0394,APP-008,ComplianceEngine,httpcore,2.5.4,MIT,transitive,2025-11-14,
DEP-0395,APP-008,ComplianceEngine,gson,1.7.8,BSD-3-Clause,transitive,2025-06-12,
DEP-0396,APP-008,ComplianceEngine,mapstruct,4.5.4,Apache-2.0,transitive,2024-08-17,
DEP-0397,APP-008,ComplianceEngine,log4j-core,3.1.4,Unlicense,transitive,2021-07-20,
DEP-0398,APP-008,ComplianceEngine,aws-sdk-sqs,2.1.1,Apache-2.0,transitive,2025-05-04,
DEP-0399,APP-008,ComplianceEngine,disruptor,2.11.2,Unlicense,transitive,2025-02-23,
DEP-0400,APP-008,ComplianceEngine,netty-all,3.5.6,Dual-MIT/Commercial,transitive,2025-09-27,
DEP-0401,APP-009,NotificationService,react-dom,1.10.9,Apache-2.0,direct,2023-02-06,
DEP-0402,APP-009,NotificationService,yaml-go,5.15.0,BSD-2-Clause,direct,2025-03-26,moment:4.0.2
DEP-0403,APP-009,NotificationService,jest,3.13.6,BSD-3-Clause,direct,2025-07-04,bcrypt:2.4.3;react:4.2.4;cors:3.9.1
DEP-0404,APP-009,NotificationService,cryptography,3.6.0,ISC,direct,2025-11-21,nodemon:4.7.3
DEP-0405,APP-009,NotificationService,redis,5.1.1,Unlicense,direct,2025-04-01,bcrypt:2.6.1
DEP-0406,APP-009,NotificationService,next,2.13.7,MIT,direct,2024-07-15,
DEP-0407,APP-009,NotificationService,ansible-core,2.8.10,LGPL-3.0,direct,2025-01-09,pm2:1.5.0;angular-core:1.8.2;dotenv:4.7.1
DEP-0408,APP-009,NotificationService,sharp,1.14.0,BSD-3-Clause,direct,2025-07-14,pm2:1.4.0;node-fetch:2.5.5
DEP-0409,APP-009,NotificationService,axios,4.14.1,BSD-3-Clause,direct,2021-07-25,cors:1.9.0;bcrypt:2.4.0
DEP-0410,APP-009,NotificationService,winston,2.2.10,BSD-2-Clause,direct,2024-07-06,dotenv:4.0.5;react:1.6.5
DEP-0411,APP-009,NotificationService,babel-core,5.0.0,BSD-2-Clause,direct,2024-12-22,
DEP-0412,APP-009,NotificationService,chalk,3.6.10,Dual-MIT/Commercial,direct,2026-04-12,
DEP-0413,APP-009,NotificationService,twisted,5.3.5,ISC,direct,2025-08-13,
DEP-0414,APP-009,NotificationService,nanoid,2.3.5,UNKNOWN,direct,2024-06-13,prettier:2.1.5
DEP-0415,APP-009,NotificationService,inquirer,5.11.0,ISC,direct,2024-09-13,angular-core:2.4.0;bcrypt:3.10.5
DEP-0416,APP-009,NotificationService,mocha,3.5.10,Unlicense,direct,2025-05-10,
DEP-0417,APP-009,NotificationService,vue,5.14.6,Unlicense,direct,2025-01-25,
DEP-0418,APP-009,NotificationService,puppeteer,1.9.3,MIT,direct,2022-10-18,
DEP-0419,APP-009,NotificationService,postgresql-jdbc,2.12.3,BSD-3-Clause,direct,2025-05-03,
DEP-0420,APP-009,NotificationService,socket.io,5.13.10,Unlicense,direct,2025-02-04,
DEP-0421,APP-009,NotificationService,sequelize,2.12.8,LGPL-2.1,direct,2021-01-29,
DEP-0422,APP-009,NotificationService,dayjs,2.4.1,Apache-2.0,direct,2024-08-20,prettier:3.2.5
DEP-0423,APP-009,NotificationService,chai,2.7.6,BSD-3-Clause,direct,2024-12-24,
DEP-0424,APP-009,NotificationService,graphql,1.11.6,ISC,direct,2024-11-07,angular-core:1.6.3;prettier:1.4.4
DEP-0425,APP-009,NotificationService,commander,3.12.7,BSD-3-Clause,direct,2020-10-06,react:2.0.0;cors:3.7.3
DEP-0426,APP-009,NotificationService,morgan,4.11.6,BSD-3-Clause,direct,2024-10-06,nodemon:2.3.3
DEP-0427,APP-009,NotificationService,django,3.15.10,BSD-3-Clause,direct,2025-02-04,nats:3.10.5
DEP-0428,APP-009,NotificationService,multer,2.8.9,ISC,direct,2026-04-10,node-fetch:1.10.5;moment:4.6.5
DEP-0429,APP-009,NotificationService,uuid,5.6.6,ISC,direct,2026-04-06,nodemon:4.1.0;mapstruct:3.2.2
DEP-0430,APP-009,NotificationService,lodash,2.12.4,GPL-2.0,direct,2024-06-02,
DEP-0431,APP-009,NotificationService,webpack,4.13.10,Apache-2.0,direct,2024-12-20,dotenv:1.7.4
DEP-0432,APP-009,NotificationService,helmet,2.6.0,Dual-MIT/Commercial,direct,2026-03-04,moment:2.1.2;bcrypt:1.6.0;eslint:3.1.2
DEP-0433,APP-009,NotificationService,knex,1.7.7,LGPL-2.1,direct,2024-06-08,angular-core:1.1.1
DEP-0434,APP-009,NotificationService,express,5.0.6,BSD-3-Clause,direct,2025-05-12,formidable:3.10.2
DEP-0435,APP-009,NotificationService,passport,2.11.10,Dual-MIT/Commercial,direct,2024-09-11,
DEP-0436,APP-009,NotificationService,node-fetch,4.11.2,ISC,transitive,2025-02-10,
DEP-0437,APP-009,NotificationService,moment,4.10.3,AGPL-3.0,transitive,2025-04-26,
DEP-0438,APP-009,NotificationService,cors,1.10.5,Unlicense,transitive,2025-08-29,
DEP-0439,APP-009,NotificationService,react,2.9.7,MIT,transitive,2025-10-01,
DEP-0440,APP-009,NotificationService,mapstruct,1.11.6,Apache-2.0,transitive,2026-01-07,
DEP-0441,APP-009,NotificationService,formidable,1.2.7,Unlicense,transitive,2025-09-22,
DEP-0442,APP-009,NotificationService,pm2,2.7.1,Apache-2.0,transitive,2026-04-07,
DEP-0443,APP-009,NotificationService,prettier,1.1.6,UNKNOWN,transitive,2025-05-01,
DEP-0444,APP-009,NotificationService,dotenv,3.3.4,Unlicense,transitive,2020-10-05,
DEP-0445,APP-009,NotificationService,nodemon,4.1.5,Dual-MIT/Commercial,transitive,2024-08-06,
DEP-0446,APP-009,NotificationService,eslint,4.11.6,Dual-MIT/Commercial,transitive,2025-01-25,
DEP-0447,APP-009,NotificationService,jsonwebtoken,3.1.1,Apache-2.0,transitive,2024-09-27,
DEP-0448,APP-009,NotificationService,angular-core,3.2.5,MIT,transitive,2026-01-26,
DEP-0449,APP-009,NotificationService,bcrypt,2.6.6,Unlicense,transitive,2024-10-08,
DEP-0450,APP-009,NotificationService,nats,2.1.6,GPL-3.0,transitive,2025-03-31,
DEP-0451,APP-010,VendorGateway,pgx,3.4.3,MIT,direct,2026-01-11,
DEP-0452,APP-010,VendorGateway,protobuf-go,2.12.6,LGPL-2.1,direct,2024-12-01,vue:3.9.3;bcrypt:2.10.5;protobuf-java:4.3.0
DEP-0453,APP-010,VendorGateway,rich,1.7.6,Unlicense,direct,2026-04-18,bouncycastle-bcprov:4.10.3
DEP-0454,APP-010,VendorGateway,logrus,3.14.5,GPL-2.0,direct,2022-09-28,nodemon:2.0.4
DEP-0455,APP-010,VendorGateway,fiber,5.15.4,BSD-3-Clause,direct,2026-03-23,pip:2.1.2;crypto-go:1.8.1
DEP-0456,APP-010,VendorGateway,golangci-lint,4.0.6,BSD-3-Clause,direct,2023-04-12,chai:1.3.5
DEP-0457,APP-010,VendorGateway,chi,1.5.9,UNKNOWN,direct,2025-04-18,
DEP-0458,APP-010,VendorGateway,mockito-core,2.6.10,MIT,direct,2020-09-12,chi:2.6.5
DEP-0459,APP-010,VendorGateway,setuptools,1.9.10,BSD-2-Clause,direct,2025-05-27,bcrypt:2.1.5
DEP-0460,APP-010,VendorGateway,graphql,2.1.3,Apache-2.0,direct,2025-01-08,pip:2.9.3
DEP-0461,APP-010,VendorGateway,nats,3.12.10,BSD-2-Clause,direct,2024-10-25,vue:3.10.5
DEP-0462,APP-010,VendorGateway,jackson-annotations,3.5.6,BSD-3-Clause,direct,2023-05-21,
DEP-0463,APP-010,VendorGateway,sqlx,5.13.1,Dual-MIT/Commercial,direct,2025-01-18,
DEP-0464,APP-010,VendorGateway,resty,4.3.1,Dual-MIT/Commercial,direct,2024-09-06,mux:3.8.2
DEP-0465,APP-010,VendorGateway,aws-sdk-go,1.5.5,Unlicense,direct,2025-11-27,nodemon:4.7.4
DEP-0466,APP-010,VendorGateway,gomock,5.4.10,MIT,direct,2026-03-17,mux:4.7.1;bouncycastle-bcprov:4.5.3;tomcat-embed-core:3.4.3
DEP-0467,APP-010,VendorGateway,gin,3.2.4,MIT,direct,2021-05-06,hibernate-validator:1.4.4;crypto-go:4.0.3;chalk:2.7.3
DEP-0468,APP-010,VendorGateway,caffeine,4.0.9,LGPL-2.1,direct,2025-05-20,
DEP-0469,APP-010,VendorGateway,werkzeug,5.1.9,Dual-MIT/Commercial,direct,2025-01-17,
DEP-0470,APP-010,VendorGateway,go-redis,5.11.0,MIT,direct,2025-02-11,chai:1.4.2;bouncycastle-bcprov:4.4.2
DEP-0471,APP-010,VendorGateway,grpc-go,2.9.10,ISC,direct,2024-07-29,crypto-go:4.5.2
DEP-0472,APP-010,VendorGateway,cobra,3.5.6,MIT,direct,2024-11-05,nodemon:4.0.1
DEP-0473,APP-010,VendorGateway,echo,3.7.7,Apache-2.0,direct,2025-03-03,
DEP-0474,APP-010,VendorGateway,colly,4.14.2,LGPL-3.0,direct,2024-12-12,
DEP-0475,APP-010,VendorGateway,zap,2.12.6,Apache-2.0,direct,2026-04-13,vue:4.10.5;commons-codec:2.5.3;certifi:4.2.0
DEP-0476,APP-010,VendorGateway,yaml-go,1.4.2,UNKNOWN,direct,2024-07-24,chi:4.9.5
DEP-0477,APP-010,VendorGateway,crypto-go,3.9.7,Unlicense,direct,2025-02-11,
DEP-0478,APP-010,VendorGateway,fasthttp,1.8.3,Dual-MIT/Commercial,direct,2025-10-28,tomcat-embed-core:2.3.0
DEP-0479,APP-010,VendorGateway,viper,3.6.2,MIT,direct,2025-11-20,protobuf-java:2.3.2
DEP-0480,APP-010,VendorGateway,bcrypt-go,4.15.0,BSD-2-Clause,direct,2025-05-26,tomcat-embed-core:1.2.0;chi:1.0.5
